parent_sku,child_sku,color_tempartore,Wattage_Options
TF-66PSF96L,TF-66PSF96L-R96W9600LDMV-35KWH-HC3015WWH,3500K,"96 Watts"
TF-66PSF96L,TF-66PSF96L-R96W9600LDMV-40KWH-HC3015WWH,4000K,"96 Watts"
TF-66PSF96L,TF-66PSF96L-R96W9600LDMV-50KWH-HC3015WWH,5000K,"96 Watts"
TF-66PSF48L,TF-66PSF48L-R24W2400LDMV-30KWH-HC3015WWH,3000K,"24 Watts"
TF-66PSF48L,TF-66PSF48L-R24W2400LDMV-35KWH-HC3015WWH,3500K,"24 Watts"
TF-66PSF48L,TF-66PSF48L-R24W2400LDMV-40KWH-HC3015WWH,4000K,"24 Watts"
TF-66PSF48L,TF-66PSF48L-R24W2400LDMV-50KWH-HC3015WWH,5000K,"24 Watts"
TF-66PSF48L,TF-66PSF48L-R48W4800LDMV-30KWH-HC3015WWH,3000K,"48 Watts"
TF-66PSF48L,TF-66PSF48L-R48W4800LDMV-35KWH-HC3015WWH,3500K,"48 Watts"
TF-66PSF48L,TF-66PSF48L-R48W4800LDMV-40KWH-HC3015WWH,4000K,"48 Watts"
TF-66PSF48L,TF-66PSF48L-R48W4800LDMV-50KWH-HC3015WWH,5000K,"48 Watts"
TF-C96L,TF-C96L-F70W9800LDMV-30K*,3000K,"70 Watts"
TF-C96L,TF-C96L-F70W9800LDMV-35K*,3500K,"70 Watts"
TF-C96L,TF-C96L-F70W9800LDMV-40K*,4000K,"70 Watts"
TF-C96L,TF-C96L-F70W9800LDMV-50K*,5000K,"70 Watts"
TF-C96L,TF-C96L-F97W13000LDMV-30K*,3000K,"97 Watts"
TF-C96L,TF-C96L-F97W13000LDMV-35K*,3500K,"97 Watts"
TF-C96L,TF-C96L-F97W13000LDMV-40K*,4000K,"97 Watts"
TF-C96L,TF-C96L-F97W13000LDMV-50K*,5000K,"97 Watts"
TF-C96L,TF-C96L-F118W15500LDMV-30K*,3000K,"118 Watts"
TF-C96L,TF-C96L-F118W15500LDMV-35K*,3500K,"118 Watts"
TF-C96L,TF-C96L-F118W15500LDMV-40K*,4000K,"118 Watts"
TF-C96L,TF-C96L-F118W15500LDMV-50K*,5000K,"118 Watts"
TF-C48L,TF-C48L-F35W4900LDMV-30K,3000K,"35 Watts"
TF-C48L,TF-C48L-F35W4900LDMV-35K,3500K,"35 Watts"
TF-C48L,TF-C48L-F35W4900LDMV-40K,4000K,"35 Watts"
TF-C48L,TF-C48L-F35W4900LDMV-50K,5000K,"35 Watts"
TF-C48L,TF-C48L-F48W6500LDMV-30K,3000K,"48 Watts"
TF-C48L,TF-C48L-F48W6500LDMV-35K,3500K,"48 Watts"
TF-C48L,TF-C48L-F48W6500LDMV-40K,4000K,"48 Watts"
TF-C48L,TF-C48L-F48W6500LDMV-50K,5000K,"48 Watts"
TF-C48L,TF-C48L-F57W7800LDMV-30K,3000K,"57 Watts"
TF-C48L,TF-C48L-F57W7800LDMV-35K,3500K,"57 Watts"
TF-C48L,TF-C48L-F57W7800LDMV-40K,4000K,"57 Watts"
TF-C48L,TF-C48L-F57W7800LDMV-50K,5000K,"57 Watts"
TF-C24L,TF-C24L-F24W3350LDMV-30K,3000K,"24 Watts"
TF-C24L,TF-C24L-F24W3350LDMV-35K,3500K,"24 Watts"
TF-C24L,TF-C24L-F24W3350LDMV-40K,4000K,"24 Watts"
TF-C24L,TF-C24L-F24W3350LDMV-50K,5000K,"24 Watts"
TF-C24L,TF-C24L-F30W3900LDMV-30K,3000K,"30 Watts"
TF-C24L,TF-C24L-F30W3900LDMV-35K,3500K,"30 Watts"
TF-C24L,TF-C24L-F30W3900LDMV-40K,4000K,"30 Watts"
TF-C24L,TF-C24L-F30W3900LDMV-50K,5000K,"30 Watts"
TF-CRSF96L,TF-CRSF96L-T60W6900LDMV-30K,3000K,"60 Watts"
TF-CRSF96L,TF-CRSF96L-T60W6900LDMV-35K,3500K,"60 Watts"
TF-CRSF96L,TF-CRSF96L-T60W6900LDMV-40K,4000K,"60 Watts"
TF-CRSF96L,TF-CRSF96L-T60W6900LDMV-50K,5000K,"60 Watts"
TF-CRSF96L,TF-CRSF96L-T82W8900LDMV-30K,3000K,"82 Watts"
TF-CRSF96L,TF-CRSF96L-T82W8900LDMV-35K,3500K,"82 Watts"
TF-CRSF96L,TF-CRSF96L-T82W8900LDMV-40K,4000K,"82 Watts"
TF-CRSF96L,TF-CRSF96L-T82W8900LDMV-50K,5000K,"82 Watts"
TF-CRSF96L,TF-CRSF96L-T116W13400LDMV-30K,3000K,"116 Watts"
TF-CRSF96L,TF-CRSF96L-T116W13400LDMV-35K,3500K,"116 Watts"
TF-CRSF96L,TF-CRSF96L-T116W13400LDMV-40K,4000K,"116 Watts"
TF-CRSF96L,TF-CRSF96L-T116W13400LDMV-50K,5000K,"116 Watts"
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-30K,3000K,"30 Watts"
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-35K,3500K,"30 Watts"
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-40K,4000K,"30 Watts"
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-50K,5000K,"30 Watts"
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-30K,3000K,"41 Watts"
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-35K,3500K,"41 Watts"
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-40K,4000K,"41 Watts"
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-50K,5000K,"41 Watts"
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-30K,3000K,"58 Watts"
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-35K,3500K,"58 Watts"
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-40K,4000K,"58 Watts"
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-50K,5000K,"58 Watts"
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-30K,3000K,"60 Watts"
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-35K,3500K,"60 Watts"
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-40K,4000K,"60 Watts"
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-50K,5000K,"60 Watts"
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-30K,3000K,"82 Watts"
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-35K,3500K,"82 Watts"
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-40K,4000K,"82 Watts"
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-50K,5000K,"82 Watts"
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-30K,3000K,"116 Watts"
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-35K,3500K,"116 Watts"
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-40K,4000K,"116 Watts"
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-50K,5000K,"116 Watts"
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-30K,3000K,"30 Watts"
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-35K,3500K,"30 Watts"
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-40K,4000K,"30 Watts"
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-50K,5000K,"30 Watts"
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-30K,3000K,"41 Watts"
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-35K,3500K,"41 Watts"
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-40K,4000K,"41 Watts"
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-50K,5000K,"41 Watts"
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-30K,3000K,"58 Watts"
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-35K,3500K,"58 Watts"
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-40K,4000K,"58 Watts"
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-50K,5000K,"58 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-30KWH,3000K,"56 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-35KWH,3500K,"56 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-40KWH,4000K,"56 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-50KWH,5000K,"56 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-30KWH,3000K,"80 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-35KWH,3500K,"80 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-40KWH,4000K,"80 Watts"
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-50KWH,5000K,"80 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-30KWH,3000K,"28 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-35KWH,3500K,"28 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-40KWH,4000K,"28 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-50KWH,5000K,"28 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-30KWH,3000K,"40 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-35KWH,3500K,"40 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-40KWH,4000K,"40 Watts"
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-50KWH,5000K,"40 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-30KWH,3000K,"14 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-35KWH,3500K,"14 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-40KWH,4000K,"14 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-50KWH,5000K,"14 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-30KWH,3000K,"20 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-35KWH,3500K,"20 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-40KWH,4000K,"20 Watts"
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-50KWH,5000K,"20 Watts"
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-30K,3000K,"28 Watts"
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-35K,3500K,"28 Watts"
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-40K,4000K,"28 Watts"
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-50K,5000K,"28 Watts"
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-30K,3000K,"48 Watts"
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-35K,3500K,"48 Watts"
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-40K,4000K,"48 Watts"
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-50K,5000K,"48 Watts"
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-30K,3000K,"57 Watts"
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-35K,3500K,"57 Watts"
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-40K,4000K,"57 Watts"
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-50K,5000K,"57 Watts"
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-30K,3000K,"57 Watts"
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-35K,3500K,"57 Watts"
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-40K,4000K,"57 Watts"
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-50K,5000K,"57 Watts"
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-30K,3000K,"96 Watts"
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-35K,3500K,"96 Watts"
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-40K,4000K,"96 Watts"
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-50K,5000K,"96 Watts"
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-30K,3000K,"114 Watts"
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-35K,3500K,"114 Watts"
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-40K,4000K,"114 Watts"
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-50K,5000K,"114 Watts"
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-30K,3000K,"28 Watts"
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-35K,3500K,"28 Watts"
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-40K,4000K,"28 Watts"
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-50K,5000K,"28 Watts"
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-30K,3000K,"48 Watts"
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-35K,3500K,"48 Watts"
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-40K,4000K,"48 Watts"
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-50K,5000K,"48 Watts"
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-30K,3000K,"57 Watts"
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-35K,3500K,"57 Watts"
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-40K,4000K,"57 Watts"
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-50K,5000K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-30K,3000K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-35K,3500K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-40K,4000K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-50K,5000K,"57 Watts"
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-30K,3000K,"96 Watts"
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-35K,3500K,"96 Watts"
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-40K,4000K,"96 Watts"
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-50K,5000K,"96 Watts"
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-30K,3000K,"114 Watts"
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-35K,3500K,"114 Watts"
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-40K,4000K,"114 Watts"
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-50K,5000K,"114 Watts"
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-30K,3000K,"28 Watts"
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-35K,3500K,"28 Watts"
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-40K,4000K,"28 Watts"
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-50K,5000K,"28 Watts"
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-30K,3000K,"48 Watts"
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-35K,3500K,"48 Watts"
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-40K,4000K,"48 Watts"
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-50K,5000K,"48 Watts"
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-30K,3000K,"57 Watts"
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-35K,3500K,"57 Watts"
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-40K,4000K,"57 Watts"
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-50K,5000K,"57 Watts"
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-30K,3000K,"80 Watts"
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-35K,3500K,"80 Watts"
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-40K,4000K,"80 Watts"
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-50K,5000K,"80 Watts"
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-30K,3000K,"100 Watts"
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-35K,3500K,"100 Watts"
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-40K,4000K,"100 Watts"
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-50K,5000K,"100 Watts"
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-30K,3000K,"140 Watts"
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-35K,3500K,"140 Watts"
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-40K,4000K,"140 Watts"
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-50K,5000K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-30K,3000K,"80 Watts"
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-35K,3500K,"80 Watts"
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-40K,4000K,"80 Watts"
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-50K,5000K,"80 Watts"
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-30K,3000K,"120 Watts"
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-35K,3500K,"120 Watts"
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-40K,4000K,"120 Watts"
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-50K,5000K,"120 Watts"
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-30K,3000K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-35K,3500K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-40K,4000K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-50K,5000K,"140 Watts"
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-30K,3000K,"150 Watts"
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-35K,3500K,"150 Watts"
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-40K,4000K,"150 Watts"
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-50K,5000K,"150 Watts"
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-30K,3000K,"180 Watts"
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-35K,3500K,"180 Watts"
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-40K,4000K,"180 Watts"
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-50K,5000K,"180 Watts"
TF-HBC,TF-HBC-48LS61W7040LW30DMV-30K,3000K,"61 Watts"
TF-HBC,TF-HBC-48LS61W7040LW30DMV-35K,3500K,"61 Watts"
TF-HBC,TF-HBC-48LS61W7040LW30DMV-40K,4000K,"61 Watts"
TF-HBC,TF-HBC-48LS61W7040LW30DMV-50K,5000K,"61 Watts"
TF-HBC,TF-HBC-48LF97W11900LW30DMV-30K,3000K,"97 Watts"
TF-HBC,TF-HBC-48LF97W11900LW30DMV-35K,3500K,"97 Watts"
TF-HBC,TF-HBC-48LF97W11900LW30DMV-40K,4000K,"97 Watts"
TF-HBC,TF-HBC-48LF97W11900LW30DMV-50K,5000K,"97 Watts"
TF-HBC,TF-HBC-48LH118W13500LW30DMV-30K,3000K,"118 Watts"
TF-HBC,TF-HBC-48LH118W13500LW30DMV-35K,3500K,"118 Watts"
TF-HBC,TF-HBC-48LH118W13500LW30DMV-40K,4000K,"118 Watts"
TF-HBC,TF-HBC-48LH118W13500LW30DMV-50K,5000K,"118 Watts"
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-30K,3000K,"127 Watts"
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-35K,3500K,"127 Watts"
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-40K,4000K,"127 Watts"
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-50K,5000K,"127 Watts"
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-30K,3000K,"162 Watts"
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-35K,3500K,"162 Watts"
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-40K,4000K,"162 Watts"
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-50K,5000K,"162 Watts"
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-30K,3000K,"216 Watts"
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-35K,3500K,"216 Watts"
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-40K,4000K,"216 Watts"
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-50K,5000K,"216 Watts"
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-30K,3000K,"272 Watts"
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-35K,3500K,"272 Watts"
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-40K,4000K,"272 Watts"
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-50K,5000K,"272 Watts"
TF-ITB96L,TF-ITB96L-T48W6300LDMV-30K,3000K,"48 Watts"
TF-ITB96L,TF-ITB96L-T48W6300LDMV-35K,3500K,"48 Watts"
TF-ITB96L,TF-ITB96L-T48W6300LDMV-40K,4000K,"48 Watts"
TF-ITB96L,TF-ITB96L-T48W6300LDMV-50K,5000K,"48 Watts"
TF-ITB96L,TF-ITB96L-T85W11000LDMV-30K,3000K,"85 Watts"
TF-ITB96L,TF-ITB96L-T85W11000LDMV-35K,3500K,"85 Watts"
TF-ITB96L,TF-ITB96L-T85W11000LDMV-40K,4000K,"85 Watts"
TF-ITB96L,TF-ITB96L-T85W11000LDMV-50K,5000K,"85 Watts"
TF-SCB24L,TF-SCB24L-S46W4000LDMV-30K,3000K,"46 Watts"
TF-SCB24L,TF-SCB24L-S46W4000LDMV-35K,3500K,"46 Watts"
TF-SCB24L,TF-SCB24L-S46W4000LDMV-40K,4000K,"46 Watts"
TF-SCB24L,TF-SCB24L-S46W4000LDMV-50K,5000K,"46 Watts"
TF-SCB24L,TF-SCB24L-S57W4800LDMV-30K,3000K,"57 Watts"
TF-SCB24L,TF-SCB24L-S57W4800LDMV-35K,3500K,"57 Watts"
TF-SCB24L,TF-SCB24L-S57W4800LDMV-40K,4000K,"57 Watts"
TF-SCB24L,TF-SCB24L-S57W4800LDMV-50K,5000K,"57 Watts"
TF-SCB14L,TF-SCB14L-S37W3300LDMV-30K,3000K,"37 Watts"
TF-SCB14L,TF-SCB14L-S37W3300LDMV-35K,3500K,"37 Watts"
TF-SCB14L,TF-SCB14L-S37W3300LDMV-40K,4000K,"37 Watts"
TF-SCB14L,TF-SCB14L-S37W3300LDMV-50K,5000K,"37 Watts"
TF-SCB14L,TF-SCB14L-S57W4700LDMV-30K,3000K,"57 Watts"
TF-SCB14L,TF-SCB14L-S57W4700LDMV-35K,3500K,"57 Watts"
TF-SCB14L,TF-SCB14L-S57W4700LDMV-40K,4000K,"57 Watts"
TF-SCB14L,TF-SCB14L-S57W4700LDMV-50K,5000K,"57 Watts"
TF-SCB22L,TF-SCB22L-S22W2200LDMV-30K,3000K,"22 Watts"
TF-SCB22L,TF-SCB22L-S22W2200LDMV-35K,3500K,"22 Watts"
TF-SCB22L,TF-SCB22L-S22W2200LDMV-40K,4000K,"22 Watts"
TF-SCB22L,TF-SCB22L-S22W2200LDMV-50K,5000K,"22 Watts"
TF-SCB22L,TF-SCB22L-S30W3000LDMV-30K,3000K,"30 Watts"
TF-SCB22L,TF-SCB22L-S30W3000LDMV-35K,3500K,"30 Watts"
TF-SCB22L,TF-SCB22L-S30W3000LDMV-40K,4000K,"30 Watts"
TF-SCB22L,TF-SCB22L-S30W3000LDMV-50K,5000K,"30 Watts"
TF-CBF24L,TF-CBF24L-F35W4500LDMV-30K,3000K,"35 Watts"
TF-CBF24L,TF-CBF24L-F35W4500LDMV-35K,3500K,"35 Watts"
TF-CBF24L,TF-CBF24LF35W4500LDMV-40K,4000K,"35 Watts"
TF-CBF24L,TF-CBF24L-F35W4500LDMV-50K,5000K,"35 Watts"
TF-CBF24L,TF-CBF24L-F48W6200LDMV-30K,3000K,"48 Watts"
TF-CBF24L,TF-CBF24L-F48W6200LDMV-35K,3500K,"48 Watts"
TF-CBF24L,TF-CBF24L-F48W6200LDMV-40K,4000K,"48 Watts"
TF-CBF24L,TF-CBF24L-F48W6200LDMV-50K,5000K,"48 Watts"
TF-CBF24L,TF-CBF24L-F57W7200LDMV-30K,3000K,"57 Watts"
TF-CBF24L,TF-CBF24L-F57W7200LDMV-35K,3500K,"57 Watts"
TF-CBF24L,TF-CBF24L-F57W7200LDMV-40K,4000K,"57 Watts"
TF-CBF24L,TF-CBF24L-F57W7200LDMV-50K,5000K,"57 Watts"
TF-CBF22L,TF-CBF22L-F28W3200LDMV-30K,3000K,"28 Watts"
TF-CBF22L,TF-CBF22L-F28W3200LDMV-35K,3500K,"28 Watts"
TF-CBF22L,TF-CBF22L-F28W3200LDMV-40K,4000K,"28 Watts"
TF-CBF22L,TF-CBF22L-F28W3200LDMV-50K,5000K,"28 Watts"
TF-CBF22L,TF-CBF22L-F35W4200LDMV-30K,3000K,"35 Watts"
TF-CBF22L,TF-CBF22L-F35W4200LDMV-35K,3500K,"35 Watts"
TF-CBF22L,TF-CBF22L-F35W4200LDMV-40K,4000K,"35 Watts"
TF-CBF22L,TF-CBF22L-F35W4200LDMV-50K,5000K,"35 Watts"
TF-CBF22L,TF-CBF22L-F45W5100LDMV-30K,3000K,"45 Watts"
TF-CBF22L,TF-CBF22L-F45W5100LDMV-35K,3500K,"45 Watts"
TF-CBF22L,TF-CBF22L-F45W5100LDMV-40K,4000K,"45 Watts"
TF-CBF22L,TF-CBF22L-F45W5100LDMV-50K,5000K,"45 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-27K,2700K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-30K,3000K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-35K,3500K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-40K,4000K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-45K,4500K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-50K,5000K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-24W-57K,5700K,"24 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-27K,2700K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-30K,3000K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-35K,3500K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-40K,4000K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-45K,4500K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-50K,5000K,"48 Watts"
JI-ZY-STP8,JI-ZY-STP8-232-48W-57K,5700K,"48 Watts"
JI-ZY-P7,JI-ZY-P7-40W-35K,3500K,"40 Watts"
JI-ZY-P7,JI-ZY-P7-40W-40K,4000K,"40 Watts"
JI-ZY-P7,JI-ZY-P7-40W-50K,5000K,"40 Watts"
JI-ZY-P7,JI-ZY-P7-50W-35K,3500K,"50 Watts"
JI-ZY-P7,JI-ZY-P7-50W-40K,4000K,"50 Watts"
JI-ZY-P7,JI-ZY-P7-50W-50K,5000K,"50 Watts"
JI-ZY-T8,JI-ZY-T8-12W1200-40K,4000K,"12 Watts"
JI-ZY-T8,JI-ZY-T8-12W1200-50K,5000K,"12 Watts"
