parent_sku,child_sku,"Wattage Options","Color Temperature (CCT)"
TF-RFSFFR48L,TF-RFSFFR48L-Z57W6200LDMV-50K,"57 Watts",5000K
TF-DFUCLL22L,TF-DFUCLL22L-F24W3000LDMV-30K,"24 Watts",3000K
TF-DFUCLL22L,TF-DFUCLL22L-F24W3000LDMV-35K,"24 Watts",3500K
TF-DFUCLL22L,TF-DFUCLL22L-F24W3000LDMV-40K,"24 Watts",4000K
TF-DFUCLL22L,TF-DFUCLL22L-F24W3000LDMV-50K,"24 Watts",5000K
TF-DFUCLL22L,TF-DFUCLL22L-F28W3350LDMV-30K,"28 Watts",3000K
TF-DFUCLL22L,TF-DFUCLL22L-F28W3350LDMV-35K,"28 Watts",3500K
TF-DFUCLL22L,TF-DFUCLL22L-F28W3350LDMV-40K,"28 Watts",4000K
TF-DFUCLL22L,TF-DFUCLL22L-F28W3350LDMV-50K,"28 Watts",5000K
TF-DFUCLL22L,TF-DFUCLL22L-F35W4300LDMV-30K,"32 Watts",3000K
TF-DFUCLL22L,TF-DFUCLL22L-F35W4300LDMV-35K,"32 Watts",3500K
TF-DFUCLL22L,TF-DFUCLL22L-F35W4300LDMV-40K,"32 Watts",4000K
TF-DFUCLL22L,TF-DFUCLL22L-F35W4300LDMV-50K,"32 Watts",5000K
TF-SSSTWFR48L,TF-SSSTWFR48L-E48W6000LDMV-30K,"48 Watts",3000K
TF-SSSTWFR48L,TF-SSSTWFR48L-E48W6000LDMV-35K,"48 Watts",3500K
TF-SSSTWFR48L,TF-SSSTWFR48L-E48W6000LDMV-40K,"48 Watts",4000K
TF-SSSTWFR48L,TF-SSSTWFR48L-E48W6000LDMV-50K,"48 Watts",5000K
TF-SSSTWFR48L,TF-SSSTWFR48L-E57W6900LDMV-30K,"57 Watts",3000K
TF-SSSTWFR48L,TF-SSSTWFR48L-E57W6900LDMV-35K,"57 Watts",3500K
TF-SSSTWFR48L,TF-SSSTWFR48L-E57W6900LDMV-40K,"57 Watts",4000K
TF-SSSTWFR48L,TF-SSSTWFR48L-E57W6900LDMV-50K,"57 Watts",5000K
TF-SSSTWFR24L,TF-SSSTWFR24L-E15W2050LDMV-30K,"15 Watts",3000K
TF-SSSTWFR24L,TF-SSSTWFR24L-E15W2050LDMV-35K,"15 Watts",3500K
TF-SSSTWFR24L,TF-SSSTWFR24L-E15W2050LDMV-40K,"15 Watts",4000K
TF-SSSTWFR24L,TF-SSSTWFR24L-E15W2050LDMV-50K,"15 Watts",5000K
TF-SSSTWFR24L,TF-SSSTWFR24L-E24W3000LDMV-30K,"24 Watts",3000K
TF-SSSTWFR24L,TF-SSSTWFR24L-E24W3000LDMV-35K,"24 Watts",3500K
TF-SSSTWFR24L,TF-SSSTWFR24L-E24W3000LDMV-40K,"24 Watts",4000K
TF-SSSTWFR24L,TF-SSSTWFR24L-E24W3000LDMV-50K,"24 Watts",5000K
TF-LWDFR48L,TF-LWDFR48L-S30W2400LDMV-30KWH,"30 Watts",3000K
TF-LWDFR48L,TF-LWDFR48L-S30W2400LDMV-35KWH,"30 Watts",3500K
TF-LWDFR48L,TF-LWDFR48L-S30W2400LDMV-40KWH,"30 Watts",4000K
TF-LWDFR48L,TF-LWDFR48L-S30W2400LDMV-50KWH,"30 Watts",5000K
TF-LWDFR48L,TF-LWDFR48L-S48W3500LDMV-30KWH,"48 Watts",3000K
TF-LWDFR48L,TF-LWDFR48L-S48W3500LDMV-35KWH,"48 Watts",3500K
TF-LWDFR48L,TF-LWDFR48L-S48W3500LDMV-40KWH,"48 Watts",4000K
TF-LWDFR48L,TF-LWDFR48L-S48W3500LDMV-50KWH,"48 Watts",5000K
TF-LWDFR48L,TF-LWDFR48L-S57W4000LDMV-30KWH,"57 Watts",3000K
TF-LWDFR48L,TF-LWDFR48L-S57W4000LDMV-35KWH,"57 Watts",3500K
TF-LWDFR48L,TF-LWDFR48L-S57W4000LDMV-40KWH,"57 Watts",4000K
TF-LWDFR48L,TF-LWDFR48L-S57W4000LDMV-50KWH,"57 Watts",5000K
TF-555A48L,TF-555A48L-F30W4100LDMV-30KWH,"30 Watts",3000K
TF-555A48L,TF-555A48L-F30W4100LDMV-35KWH,"30 Watts",3500K
TF-555A48L,TF-555A48L-F30W4100LDMV-40KWH,"30 Watts",4000K
TF-555A48L,TF-555A48L-F30W4100LDMV-50KWH,"30 Watts",5000K
TF-555A48L,TF-555A48L-F48W6000LDMV-30KWH,"48 Watts",3000K
TF-555A48L,TF-555A48L-F48W6000LDMV-35KWH,"48 Watts",3500K
TF-555A48L,TF-555A48L-F48W6000LDMV-40KWH,"48 Watts",4000K
TF-555A48L,TF-555A48L-F48W6000LDMV-50KWH,"48 Watts",5000K
TF-555A48L,TF-555A48L-F57W6900LDMV-30KWH,"57 Watts",3000K
TF-555A48L,TF-555A48L-F57W6900LDMV-35KWH,"57 Watts",3500K
TF-555A48L,TF-555A48L-F57W6900LDMV-40KWH,"57 Watts",4000K
TF-555A48L,TF-555A48L-F57W6900LDMV-50KWH,"57 Watts",5000K
TF-555A48L,TF-555A48L-H72W8800LDMV-30KWH,"72 Watts",3000K
TF-555A48L,TF-555A48L-H72W8800LDMV-35KWH,"72 Watts",3500K
TF-555A48L,TF-555A48L-H72W8800LDMV-40KWH,"72 Watts",4000K
TF-555A48L,TF-555A48L-H72W8800LDMV-50KWH,"72 Watts",5000K
TF-555A24L,TF-555A24L-F24W2900LDMV-30KWH,"24 Watts",3000K
TF-555A24L,TF-555A24L-F24W2900LDMV-35KWH,"24 Watts",3500K
TF-555A24L,TF-555A24L-F24W2900LDMV-40KWH,"24 Watts",4000K
TF-555A24L,TF-555A24L-F24W2900LDMV-50KWH,"24 Watts",5000K
TF-555A24L,TF-555A24L-F28W3200LDMV-30KWH,"28 Watts",3000K
TF-555A24L,TF-555A24L-F28W3200LDMV-35KWH,"28 Watts",3500K
TF-555A24L,TF-555A24L-F28W3200LDMV-40KWH,"28 Watts",4000K
TF-555A24L,TF-555A24L-F28W3200LDMV-50KWH,"28 Watts",5000K
TF-555A24L,TF-555A24L-F35W4000LDMV-30KWH,"35 Watts",3000K
TF-555A24L,TF-555A24L-F35W4000LDMV-35KWH,"35 Watts",3500K
TF-555A24L,TF-555A24L-F35W4000LDMV-40KWH,"35 Watts",4000K
TF-555A24L,TF-555A24L-F35W4000LDMV-50KWH,"35 Watts",5000K
TF-66WSF96L,TF-66WSF96L-R48W4800LDMV-30KWH,"48 Watts",3000K
TF-66WSF96L,TF-66WSF96L-R48W4800LDMV-35KWH,"48 Watts",3500K
TF-66WSF96L,TF-66WSF96L-R48W4800LDMV-40KWH,"48 Watts",4000K
TF-66WSF96L,TF-66WSF96L-R48W4800LDMV-50KWH,"48 Watts",5000K
TF-66WSF96L,TF-66WSF96L-R96W9600LDMV-30KWH,"96 Watts",3000K
TF-66WSF96L,TF-66WSF96L-R96W9600LDMV-35KWH,"96 Watts",3500K
TF-66WSF96L,TF-66WSF96L-R96W9600LDMV-40KWH,"96 Watts",4000K
TF-66WSF96L,TF-66WSF96L-R96W9600LDMV-50KWH,"96 Watts",5000K
TF-66WSF48L,TF-66WSF48L-R24W2400LDMV-30KWH,"24 Watts",3000K
TF-66WSF48L,TF-66WSF48L-R24W2400LDMV-35KWH,"24 Watts",3500K
TF-66WSF48L,TF-66WSF48L-R24W2400LDMV-40KWH,"24 Watts",4000K
TF-66WSF48L,TF-66WSF48L-R24W2400LDMV-50KWH,"24 Watts",5000K
TF-66WSF48L,TF-66WSF48L-R48W4800LDMV-30KWH,"48 Watts",3000K
TF-66WSF48L,TF-66WSF48L-R48W4800LDMV-35KWH,"48 Watts",3500K
TF-66WSF48L,TF-66WSF48L-R48W4800LDMV-40KWH,"48 Watts",4000K
TF-66WSF48L,TF-66WSF48L-R48W4800LDMV-50KWH,"48 Watts",5000K
TF-LPCMW48L,TF-LPCMW48L-S40W4550LDMV-30K,"40 Watts",3000K
TF-LPCMW48L,TF-LPCMW48L-S40W4550LDMV-35K,"40 Watts",3500K
TF-LPCMW48L,TF-LPCMW48L-S40W4550LDMV-40K,"40 Watts",4000K
TF-LPCMW48L,TF-LPCMW48L-S40W4550LDMV-50K,"40 Watts",5000K
TF-LPCMW48L,TF-LPCMW48L-S48W5200LDMV-30K,"48 Watts",3000K
TF-LPCMW48L,TF-LPCMW48L-S48W5200LDMV-35K,"48 Watts",3500K
TF-LPCMW48L,TF-LPCMW48L-S48W5200LDMV-40K,"48 Watts",4000K
TF-LPCMW48L,TF-LPCMW48L-S48W5200LDMV-50K,"48 Watts",5000K
TF-LPCMW48L,TF-LPCMW48L-S57W6050LDMV-30K,"57 Watts",3000K
TF-LPCMW48L,TF-LPCMW48L-S57W6050LDMV-35K,"57 Watts",3500K
TF-LPCMW48L,TF-LPCMW48L-S57W6050LDMV-40K,"57 Watts",4000K
TF-LPCMW48L,TF-LPCMW48L-S57W6050LDMV-50K,"57 Watts",5000K
TF-LPCMW24L,TF-LPCMW24L-S20W2250LDMV-30K,"20 Watts",3000K
TF-LPCMW24L,TF-LPCMW24L-S20W2250LDMV-35K,"20 Watts",3500K
TF-LPCMW24L,TF-LPCMW24L-S20W2250LDMV-40K,"20 Watts",4000K
TF-LPCMW24L,TF-LPCMW24L-S20W2250LDMV-50K,"20 Watts",5000K
TF-LPCMW24L,TF-LPCMW24L-S24W2600LDMV-30K,"24 Watts",3000K
TF-LPCMW24L,TF-LPCMW24L-S24W2600LDMV-35K,"24 Watts",3500K
TF-LPCMW24L,TF-LPCMW24L-S24W2600LDMV-40K,"24 Watts",4000K
TF-LPCMW24L,TF-LPCMW24L-S24W2600LDMV-50K,"24 Watts",5000K
TF-LPCMW24L,TF-LPCMW24L-S28W3000LDMV-30K,"28 Watts",3000K
TF-LPCMW24L,TF-LPCMW24L-S28W3000LDMV-35K,"28 Watts",3500K
TF-LPCMW24L,TF-LPCMW24L-S28W3000LDMV-40K,"28 Watts",4000K
TF-LPCMW24L,TF-LPCMW24L-S28W3000LDMV-50K,"28 Watts",5000K
TF-W4ASSF96L,TF-W4ASSF96L-R48W4800LDMV-30KWH,"48 Watts",3000K
TF-W4ASSF96L,TF-W4ASSF96L-R48W4800LDMV-35KWH,"48 Watts",3500K
TF-W4ASSF96L,TF-W4ASSF96L-R48W4800LDMV-40KWH,"48 Watts","4000K (recommended)"
TF-W4ASSF96L,TF-W4ASSF96L-R48W4800LDMV-50KWH,"48 Watts",5000K
TF-W4ASSF96L,TF-W4ASSF96L-R96W9600LDMV-30KWH,"96 Watts",3000K
TF-W4ASSF96L,TF-W4ASSF96L-R96W9600LDMV-35KWH,"96 Watts",3500K
TF-W4ASSF96L,TF-W4ASSF96L-R96W9600LDMV-40KWH,"96 Watts","4000K (recommended)"
TF-W4ASSF96L,TF-W4ASSF96L-R96W9600LDMV-50KWH,"96 Watts",5000K
TF-W4ASSF48L,TF-W4ASSF48L-R24W2400LDMV-30KWH,"24 Watts",3000K
TF-W4ASSF48L,TF-W4ASSF48L-R24W2400LDMV-35KWH,"24 Watts",3500K
TF-W4ASSF48L,TF-W4ASSF48L-R24W2400LDMV-40KWH,"24 Watts","4000K (recommended)"
TF-W4ASSF48L,TF-W4ASSF48L-R24W2400LDMV-50KWH,"24 Watts",5000K
TF-W4ASSF48L,TF-W4ASSF48L-R48W4800LDMV-30KWH,"48 Watts",3000K
TF-W4ASSF48L,TF-W4ASSF48L-R48W4800LDMV-35KWH,"48 Watts",3500K
TF-W4ASSF48L,TF-W4ASSF48L-R48W4800LDMV-40KWH,"48 Watts","4000K (recommended)"
TF-W4ASSF48L,TF-W4ASSF48L-R48W4800LDMV-50KWH,"48 Watts",5000K
TF-207FR448L,TF-207FR448L-S65W8100LDMV-30K,"65 Watts",3000K
TF-207FR448L,TF-207FR448L-S65W8100LDMV-35K,"65 Watts",3500K
TF-207FR448L,TF-207FR448L-S65W8100LDMV-40K,"65 Watts","4000K (recommended)"
TF-207FR448L,TF-207FR448L-S65W8100LDMV-50K,"65 Watts",5000K
TF-207FR448L,TF-207FR448L-S97W11200LDMV-30K,"97 Watts",3000K
TF-207FR448L,TF-207FR448L-S97W11200LDMV-35K,"97 Watts",3500K
TF-207FR448L,TF-207FR448L-S97W11200LDMV-40K,"97 Watts","4000K (recommended)"
TF-207FR448L,TF-207FR448L-S97W11200LDMV-50K,"97 Watts",5000K
TF-207FR248L,TF-207FR248L-S32W4000LDMV-30K,"32 Watts",3000K
TF-207FR248L,TF-207FR248L-S32W4000LDMV-35K,"32 Watts",3500K
TF-207FR248L,TF-207FR248L-S32W4000LDMV-40K,"32 Watts","4000K (recommended)"
TF-207FR248L,TF-207FR248L-S32W4000LDMV-50K,"32 Watts",5000K
TF-207FR248L,TF-207FR248L-S48W5500LDMV-30K,"48 Watts",3000K
TF-207FR248L,TF-207FR248L-S48W5500LDMV-35K,"48 Watts",3500K
TF-207FR248L,TF-207FR248L-S48W5500LDMV-40K,"48 Watts","4000K (recommended)"
TF-207FR248L,TF-207FR248L-S48W5500LDMV-50K,"48 Watts",5000K
TF-207FR248L,TF-207FR248L-S57W6300LDMV-30K,"57 Watts",3000K
TF-207FR248L,TF-207FR248L-S57W6300LDMV-35K,"57 Watts",3500K
TF-207FR248L,TF-207FR248L-S57W6300LDMV-40K,"57 Watts","4000K (recommended)"
TF-207FR248L,TF-207FR248L-S57W6300LDMV-50K,"57 Watts",5000K
TF-207FR224L,TF-207FR224L-S24W2800LDMV-30K,"24 Watts",3000K
TF-207FR224L,TF-207FR224L-S24W2800LDMV-35K,"24 Watts",3500K
TF-207FR224L,TF-207FR224L-S24W2800LDMV-40K,"24 Watts","4000K (recommended)"
TF-207FR224L,TF-207FR224L-S24W2800LDMV-50K,"24 Watts",5000K
TF-207FR224L,TF-207FR224L-S30W3300LDMV-30K,"30 Watts",3000K
TF-207FR224L,TF-207FR224L-S30W3300LDMV-35K,"30 Watts",3500K
TF-207FR224L,TF-207FR224L-S30W3300LDMV-40K,"30 Watts","4000K (recommended)"
TF-207FR224L,TF-207FR224L-S30W3300LDMV-50K,"30 Watts",5000K
TF-EWPLR96L,TF-EWPLR96L-S48W5800LDMV-30K,"48 Watts",3000K
TF-EWPLR96L,TF-EWPLR96L-S48W5800LDMV-35K,"48 Watts",3500K
TF-EWPLR96L,TF-EWPLR96L-S48W5800LDMV-40K,"48 Watts",4000K
TF-EWPLR96L,TF-EWPLR96L-S48W5800LDMV-50K,"48 Watts",5000K
TF-EWPLR96L,TF-EWPLR96L-S65W8400LDMV-30K,"65 Watts",3000K
TF-EWPLR96L,TF-EWPLR96L-S65W8400LDMV-35K,"65 Watts",3500K
TF-EWPLR96L,TF-EWPLR96L-S65W8400LDMV-40K,"65 Watts",4000K
TF-EWPLR96L,TF-EWPLR96L-S65W8400LDMV-50K,"65 Watts",5000K
TF-EWPLR96L,TF-EWPLR96L-S97W11600LDMV-30K,"97 Watts",3000K
TF-EWPLR96L,TF-EWPLR96L-S97W11600LDMV-35K,"97 Watts",3500K
TF-EWPLR96L,TF-EWPLR96L-S97W11600LDMV-40K,"97 Watts",4000K
TF-EWPLR96L,TF-EWPLR96L-S97W11600LDMV-50K,"97 Watts",5000K
TF-EWPLR48L,TF-EWPLR48L-S32W4200LDMV-30K,"32 Watts",3000K
TF-EWPLR48L,TF-EWPLR48L-S32W4200LDMV-35K,"32 Watts",3500K
TF-EWPLR48L,TF-EWPLR48L-S32W4200LDMV-40K,"32 Watts",4000K
TF-EWPLR48L,TF-EWPLR48L-S32W4200LDMV-50K,"32 Watts",5000K
TF-EWPLR48L,TF-EWPLR48L-S48W5800LDMV-30K,"48 Watts",3000K
TF-EWPLR48L,TF-EWPLR48L-S48W5800LDMV-35K,"48 Watts",3500K
TF-EWPLR48L,TF-EWPLR48L-S48W5800LDMV-40K,"48 Watts",4000K
TF-EWPLR48L,TF-EWPLR48L-S48W5800LDMV-50K,"48 Watts",5000K
TF-EWPLR48L,TF-EWPLR48L-H72W8700LDMV-30K,"72 Watts",3000K
TF-EWPLR48L,TF-EWPLR48L-H72W8700LDMV-35K,"72 Watts",3500K
TF-EWPLR48L,TF-EWPLR48L-H72W8700LDMV-40K,"72 Watts",4000K
TF-EWPLR48L,TF-EWPLR48L-H72W8700LDMV-50K,"72 Watts",5000K
TF-FHBFR96L,TF-FHBFR96L-S97W11300LW30DMV-30K,"97 Watts",3000K
TF-FHBFR96L,TF-FHBFR96L-S97W11300LW30DMV-35K,"97 Watts",3500K
TF-FHBFR96L,TF-FHBFR96L-S97W11300LW30DMV-40K,"97 Watts",4000K
TF-FHBFR96L,TF-FHBFR96L-S97W11300LW30DMV-50K,"97 Watts",5000K
TF-FHBFR96L,TF-FHBFR96L-S114W12800LW30DMV-30K,"114 Watts",3000K
TF-FHBFR96L,TF-FHBFR96L-S114W12800LW30DMV-35K,"114 Watts",3500K
TF-FHBFR96L,TF-FHBFR96L-S114W12800LW30DMV-40K,"114 Watts",4000K
TF-FHBFR96L,TF-FHBFR96L-S114W12800LW30DMV-50K,"114 Watts",5000K
TF-FHBFR48L,TF-FHBFR48L-S32W4050LW30DMV-30K,"32 Watts",3000K
TF-FHBFR48L,TF-FHBFR48L-S32W4050LW30DMV-35K,"32 Watts",3500K
TF-FHBFR48L,TF-FHBFR48L-S32W4050LW30DMV-40K,"32 Watts",4000K
TF-FHBFR48L,TF-FHBFR48L-S32W4050LW30DMV-50K,"32 Watts",5000K
TF-FHBFR48L,TF-FHBFR48L-S48W5650LW30DMV-30K,"48 Watts",3000K
TF-FHBFR48L,TF-FHBFR48L-S48W5650LW30DMV-35K,"48 Watts",3500K
TF-FHBFR48L,TF-FHBFR48L-S48W5650LW30DMV-40K,"48 Watts",4000K
TF-FHBFR48L,TF-FHBFR48L-S48W5650LW30DMV-50K,"48 Watts",5000K
TF-FHBFR48L,TF-FHBFR48L-S57W6400LW30DMV-30K,"57 Watts",3000K
TF-FHBFR48L,TF-FHBFR48L-S57W6400LW30DMV-35K,"57 Watts",3500K
TF-FHBFR48L,TF-FHBFR48L-S57W6400LW30DMV-40K,"57 Watts",4000K
TF-FHBFR48L,TF-FHBFR48L-S57W6400LW30DMV-50K,"57 Watts",5000K
TF-FHBFR48L,TF-FHBFR48L-H72W8200LW30DMV-30K,"72 Watts",3000K
TF-FHBFR48L,TF-FHBFR48L-H72W8200LW30DMV-35K,"72 Watts",3500K
TF-FHBFR48L,TF-FHBFR48L-H72W8200LW30DMV-40K,"72 Watts",4000K
TF-FHBFR48L,TF-FHBFR48L-H72W8200LW30DMV-50K,"72 Watts",5000K
TF-66PSF96L,TF-66PSF96L-R48W4800LDMV-30KWH-HC3015WWH,"48 Watts",3000K
TF-66PSF96L,TF-66PSF96L-R48W4800LDMV-35KWH-HC3015WWH,"48 Watts",3500K
TF-66PSF96L,TF-66PSF96L-R48W4800LDMV-40KWH-HC3015WWH,"48 Watts",4000K
TF-66PSF96L,TF-66PSF96L-R48W4800LDMV-50KWH-HC3015WWH,"48 Watts",5000K
TF-66PSF96L,TF-66PSF96L-R96W9600LDMV-30KWH-HC3015WWH,"96 Watts",3000K
TF-66PSF96L,TF-66PSF96L-R96W9600LDMV-35KWH-HC3015WWH,"96 Watts",3500K
TF-66PSF96L,TF-66PSF96L-R96W9600LDMV-40KWH-HC3015WWH,"96 Watts",4000K
TF-66PSF96L,TF-66PSF96L-R96W9600LDMV-50KWH-HC3015WWH,"96 Watts",5000K
TF-66PSF48L,TF-66PSF48L-R24W2400LDMV-30KWH-HC3015WWH,"24 Watts",3000K
TF-66PSF48L,TF-66PSF48L-R24W2400LDMV-35KWH-HC3015WWH,"24 Watts",3500K
TF-66PSF48L,TF-66PSF48L-R24W2400LDMV-40KWH-HC3015WWH,"24 Watts",4000K
TF-66PSF48L,TF-66PSF48L-R24W2400LDMV-50KWH-HC3015WWH,"24 Watts",5000K
TF-66PSF48L,TF-66PSF48L-R48W4800LDMV-30KWH-HC3015WWH,"48 Watts",3000K
TF-66PSF48L,TF-66PSF48L-R48W4800LDMV-35KWH-HC3015WWH,"48 Watts",3500K
TF-66PSF48L,TF-66PSF48L-R48W4800LDMV-40KWH-HC3015WWH,"48 Watts",4000K
TF-66PSF48L,TF-66PSF48L-R48W4800LDMV-50KWH-HC3015WWH,"48 Watts",5000K
TF-C96L,TF-C96L-F70W9800LDMV-30K*,"70 Watts",3000K
TF-C96L,TF-C96L-F70W9800LDMV-35K*,"70 Watts",3500K
TF-C96L,TF-C96L-F70W9800LDMV-40K*,"70 Watts",4000K
TF-C96L,TF-C96L-F70W9800LDMV-50K*,"70 Watts",5000K
TF-C96L,TF-C96L-F97W13000LDMV-30K*,"97 Watts",3000K
TF-C96L,TF-C96L-F97W13000LDMV-35K*,"97 Watts",3500K
TF-C96L,TF-C96L-F97W13000LDMV-40K*,"97 Watts",4000K
TF-C96L,TF-C96L-F97W13000LDMV-50K*,"97 Watts",5000K
TF-C96L,TF-C96L-F118W15500LDMV-30K*,"118 Watts",3000K
TF-C96L,TF-C96L-F118W15500LDMV-35K*,"118 Watts",3500K
TF-C96L,TF-C96L-F118W15500LDMV-40K*,"118 Watts",4000K
TF-C96L,TF-C96L-F118W15500LDMV-50K*,"118 Watts",5000K
TF-C48L,TF-C48L-F35W4900LDMV-30K,"35 Watts",3000K
TF-C48L,TF-C48L-F35W4900LDMV-35K,"35 Watts",3500K
TF-C48L,TF-C48L-F35W4900LDMV-40K,"35 Watts",4000K
TF-C48L,TF-C48L-F35W4900LDMV-50K,"35 Watts",5000K
TF-C48L,TF-C48L-F48W6500LDMV-30K,"48 Watts",3000K
TF-C48L,TF-C48L-F48W6500LDMV-35K,"48 Watts",3500K
TF-C48L,TF-C48L-F48W6500LDMV-40K,"48 Watts",4000K
TF-C48L,TF-C48L-F48W6500LDMV-50K,"48 Watts",5000K
TF-C48L,TF-C48L-F57W7800LDMV-30K,"57 Watts",3000K
TF-C48L,TF-C48L-F57W7800LDMV-35K,"57 Watts",3500K
TF-C48L,TF-C48L-F57W7800LDMV-40K,"57 Watts",4000K
TF-C48L,TF-C48L-F57W7800LDMV-50K,"57 Watts",5000K
TF-C24L,TF-C24L-F24W3350LDMV-30K,"24 Watts",3000K
TF-C24L,TF-C24L-F24W3350LDMV-35K,"24 Watts",3500K
TF-C24L,TF-C24L-F24W3350LDMV-40K,"24 Watts",4000K
TF-C24L,TF-C24L-F24W3350LDMV-50K,"24 Watts",5000K
TF-C24L,TF-C24L-F30W3900LDMV-30K,"30 Watts",3000K
TF-C24L,TF-C24L-F30W3900LDMV-35K,"30 Watts",3500K
TF-C24L,TF-C24L-F30W3900LDMV-40K,"30 Watts",4000K
TF-C24L,TF-C24L-F30W3900LDMV-50K,"30 Watts",5000K
TF-CRSF96L,TF-CRSF96L-T60W6900LDMV-30K,"60 Watts",3000K
TF-CRSF96L,TF-CRSF96L-T60W6900LDMV-35K,"60 Watts",3500K
TF-CRSF96L,TF-CRSF96L-T60W6900LDMV-40K,"60 Watts",4000K
TF-CRSF96L,TF-CRSF96L-T60W6900LDMV-50K,"60 Watts",5000K
TF-CRSF96L,TF-CRSF96L-T82W8900LDMV-30K,"82 Watts",3000K
TF-CRSF96L,TF-CRSF96L-T82W8900LDMV-35K,"82 Watts",3500K
TF-CRSF96L,TF-CRSF96L-T82W8900LDMV-40K,"82 Watts",4000K
TF-CRSF96L,TF-CRSF96L-T82W8900LDMV-50K,"82 Watts",5000K
TF-CRSF96L,TF-CRSF96L-T116W13400LDMV-30K,"116 Watts",3000K
TF-CRSF96L,TF-CRSF96L-T116W13400LDMV-35K,"116 Watts",3500K
TF-CRSF96L,TF-CRSF96L-T116W13400LDMV-40K,"116 Watts",4000K
TF-CRSF96L,TF-CRSF96L-T116W13400LDMV-50K,"116 Watts",5000K
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-30K,"30 Watts",3000K
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-35K,"30 Watts",3500K
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-40K,"30 Watts",4000K
TF-CRSF48L,TF-CRSF48L-T30W3500LDMV-50K,"30 Watts",5000K
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-30K,"41 Watts",3000K
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-35K,"41 Watts",3500K
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-40K,"41 Watts",4000K
TF-CRSF48L,TF-CRSF48L-T41W4300LDMV-50K,"41 Watts",5000K
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-30K,"58 Watts",3000K
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-35K,"58 Watts",3500K
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-40K,"58 Watts",4000K
TF-CRSF48L,TF-CRSF48L-T58W6700LDMV-50K,"58 Watts",5000K
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-30K,"60 Watts",3000K
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-35K,"60 Watts",3500K
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-40K,"60 Watts",4000K
TF-CRSR96L,TF-CRSR96L-T60W6900LDMV-50K,"60 Watts",5000K
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-30K,"82 Watts",3000K
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-35K,"82 Watts",3500K
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-40K,"82 Watts",4000K
TF-CRSR96L,TF-CRSR96L-T82W8900LDMV-50K,"82 Watts",5000K
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-30K,"116 Watts",3000K
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-35K,"116 Watts",3500K
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-40K,"116 Watts",4000K
TF-CRSR96L,TF-CRSR96L-T116W13400LDMV-50K,"116 Watts",5000K
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-30K,"30 Watts",3000K
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-35K,"30 Watts",3500K
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-40K,"30 Watts",4000K
TF-CRSR48L,TF-CRSR48L-T30W3500LDMV-50K,"30 Watts",5000K
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-30K,"41 Watts",3000K
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-35K,"41 Watts",3500K
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-40K,"41 Watts",4000K
TF-CRSR48L,TF-CRSR48L-T41W4300LDMV-50K,"41 Watts",5000K
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-30K,"58 Watts",3000K
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-35K,"58 Watts",3500K
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-40K,"58 Watts",4000K
TF-CRSR48L,TF-CRSR48L-T58W6700LDMV-50K,"58 Watts",5000K
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-30KWH,"56 Watts",3000K
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-35KWH,"56 Watts",3500K
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-40KWH,"56 Watts",4000K
TF-SSSERFR96L,TF-SSSERFR96L-T56W5600LDMV-50KWH,"56 Watts",5000K
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-30KWH,"80 Watts",3000K
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-35KWH,"80 Watts",3500K
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-40KWH,"80 Watts",4000K
TF-SSSERFR96L,TF-SSSERFR96L-T80W8000LDMV-50KWH,"80 Watts",5000K
